customer_tweet_id,customer_message,support_response,training_intent
609654,@SpotifyCares Ahhh thank u💖,"@264934 You're welcome! If you need us again, just... 💚 /KT",other_unclear
61167,@SpotifyCares In the middle of down with the sickness.,@130006 Thanks! Does it happen when you use the web player in an incognito or a private browsing window? /SY,playback_issue
1844554,@SpotifyCares I don’t know if you guys are aware or if this is a widespread problem but for the past month or so when I shuffle songs it doesn’t shuffle right. If I have an album on a playlist it will play all the songs from that album and not play anything else. It’s annoying.,@83766 Hey! Can you let us know if you're using Shuffle with Connect? We'll check things out for you /YM,playback_issue
2618576,@115888 when are we going to see a resolution update for #iPhoneX ?,"@740012 Hi there, help's here! Can you try updating your Spotify app to the latest one? Let us know how it goes /NY",app_technical_issue
1338959,@SpotifyCares doesn't have @55648 on their music anymore. But @129941 does?...hmmm. 🤔,@432321 Hey Ralfy! Thanks for reaching out. There's some info on Spotify content here: /AU,content_library
475199,@3072 @115888 Android version on Pixel 2 XL. Update cuts off bottom bar titles.,@228087 Hi Richard! That's odd. Can you try logging out > restarting your phone > logging back in to see if it helps? Keep us posted /MU,app_technical_issue
2485961,"Hey @SpotifyCares, the button create similar playlist doesn’t work in MacOS (1.0.67.582.g19436fa3). Login out and restarting doesn’t work.","@710106 Hey Daniel, that doesn't sound right. Can you check if your OS X version is up-to-date? If it is, let us know. We'll see what we can suggest /JE",app_technical_issue
2907376,@SpotifyCares Hi I pay for Spotify Premium and want to cancel .. it seems I am unable to log on to a Spotify account telling me I must have logged on through FB then FB tells me I didn’t log on via FB .. what do I do.. It’s not on d/d so how do I cancel,@805043 Hi Cathy! Help's here. Could you DM us your account's email address? We'll take a look backstage /AU,account_access
2225754,@SpotifyCares how do we put our podcast on Spotify??? Thanks,"@649746 Hey, thanks for your interest! For more info on getting your podcast on Spotify, check out: 🙂 /JT",other_unclear
622845,@SpotifyCares PS: still not working. LOL.,"@267842 Got it, but don't throw in the towel just yet! We'd still like to help. Just to cover all of the bases, can you tell us if you're getting any error messages when trying to load the website? A screenshot of what's happening would also be super helpful /NH",app_technical_issue
2118697,"@115888 Help me please, problems with my suscription","@625005 Hey, help's here! Can you DM us your account's email address or username? We'll take a look backstage /TJ",premium_subscription
2583323,@115888 why isnt twices likey on spotify yet,@732078 Hey there! Can you let us know which country you're currently in? We'll see what we can suggest /CE,content_library
2317514,@SpotifyCares Yes it exibits the same behavior on a second PC running Windows 10 with two monitors @ 1080p. Mine is three @ 1440p. Second computer's version is 1.0.67.582.g19436fa3,"@671908 Got it. Can you try logging out of Spotify, restarting your PC, and logging back in to see if that helps? We'll wait for your update /NY",app_technical_issue
2305409,@SpotifyCares Pls fix it 💖💖💖,@631692 Hey there! Can you send us the Song Link? Just tap the three dots > Share > Copy Link /DF,other_unclear
115317,@115888 add more lil peep songs tf,"@141630 Hey there! We’d love to have all of his stuff available, but we have some info about content here: /TB",content_library
1577526,@SpotifyCares I am using a Huawei P9 Lite. Spotify version 8.4.23.784 armV7.,@485910 Thanks for the info. Can you DM us your account's email address? We'll check under the hood and see what we can suggest /NY,other_unclear
2682405,"@SpotifyCares hey the desktop version isn’t working whyyyyy is that? I have closed the app, logged out and signed back in &this is showing:",@144390 Hi there! That's not good. Can you let us know what Spotify version you're using? We'll see what we can suggest /XF,app_technical_issue
1110970,@SpotifyCares The year should be 1988 not 1898,@382208 Hey there! Can you send us the Album Link? Just tap the three dots > Share > Copy Link. We'll take a look /NQ,content_library
1899602,@SpotifyCares Is there a way to get my iPhone to stop defaulting to prompting Music instead of Spotify? Deleting it doesn't work either,"@277058 Hey there, the cavalry's here! Can you DM us the OS and Spotify version you're using? We'll help backstage /TY",app_technical_issue
906662,WHY FHE FUCK IS SPOTIFY ACTING UP???? @115888 FIX YOUR DAMN APP UGLIES,"@335273 Hey! Don’t worry, we can help. What’s happening exactly? Can you let us know the device/OS you’re using? /AP",app_technical_issue
2669351,@125633 Can any user with a verified badge get access to the analytics? Or specifically artist pages? @SpotifyCares (Asking for our team over at @102357!),@751820 Hey Addie! Artists and managers who've been granted Spotify for Artists access will only have access to the artist profiles they've been granted access to. There's more info on Spotify for Artists here: We hope this helps /K,other_unclear
176550,@115888 Thankyou for rewarding people who have never supported you and ignoring your long term customers 👎,"@157538 We're sorry you feel that way. Stay tuned for more deals for existing Premium subscribers. If you ever need anything else, just shout and we'll come running 🏃 /LX",feature_feedback
2569009,".@SpotifyCares Hi Spotify Team, I’m having issues w/my Family Plan. Keep getting the same error prompt. What’s the best way to connect?","@728648 Hi Jeff. Don't worry, help's here. First up, can you DM us your username or email address so we can take a look? /JU",family_plan
2080745,@115888 hey is there any way I. An get a jhene aiko presale code. I love her and I’ve had Spotify for years yet I didn’t get a code 😭,@615314 Hey Paul! Pre-sale codes are being sent out by email to some of Jhene Aiko's biggest fans on Spotify. Hopefully you're one of them 😁 /DQ,other_unclear
141168,@SpotifyCares when is Spotify going to be available in Egypt?,"@147834 Hey there! We don't have a target date yet, but we're launching regularly in countries around the world. Be sure to add your email at Give us a shout if we can help with anything else /MA",other_unclear
1797814,"@SpotifyCares Error code 3, but I've also changed my facebook password too just in case. But still it doesn't work.","@540199 We'll sort this out, don't worry. Could you send us a DM with the email address on your Facebook account? We'll check backstage /NJ",account_access
854758,"Love @115888 when I'm mobile, but the desktop app for my Mac continually crashes. It's horrible. Anyone have any suggestions?","@323004 Hey Mark, help's here! Can you let us know your exact OS X and Spotify versions? We'll see what we can suggest /JP",app_technical_issue
235213,@SpotifyCares Username is scopixar515 if that helps,"@172015 Thanks! We've taken this on board. For now, give us a shout if there's anything else /PL",other_unclear
1792569,"Hey @SpotifyCares , why does my personalized running playlist only play songs I dont know and have never heard? Not very personal.","@538404 Hey! It should be similar or based off of your previous listening habits and your library content. For now, we'll pass on your feedback /RK",feature_feedback
275582,@SpotifyCares Playlists I still see. But anything I've ever checked is mostly gone other than about 100 songs I've recently checked.,"@181824 Got it. What devices, operating systems, and Spotify versions are they missing on? We'll see what we can suggest /AY",content_library
875000,"@SpotifyCares today my student subscription account automatically switches to a 9.99 premium without letting me know, and i can't change now",@327733 Hey! We've replied to your DM. Check your inbox /LM,student_plan
1828524,"@SpotifyCares Every time it freezes like this, the only way to fix it is to kill the battery. The Spotify app always greys out and I can use the screen.","@548760 Hey Lauren, help's here! Can you DM us your account's username and email address? We'll take a look under the hood 🙂 /DH",app_technical_issue
1562698,"Hey @spotifycares - if I get the family plan, my premium plan will automatically be canceled? i.e I will pay only 14.99. Thanks!",@482638 Hey there! Can you DM us your account's username or email address? We'll check behind the scenes /MC,family_plan
2818867,I’d like to see my @115888 play count for both Twinkle Twinkle Little Star (the hit single) and the album “2017 White Noise for Baby Sleep” #breakingrecords #repeatONE,"@482980 Hey there! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /NQ",feature_feedback
2165468,@SpotifyCares Locked out of my prem account. Says my email is not registered I only got 1 email address and receive Spotify ads on it.,"@635592 Hi, that doesn't sound right! We've just replied to your DM. Check it out. We'll continue helping there /RE",account_access
1458253,"@115888 please, make the lyrics available inside the app.",@458459 Hey Camilla! What device and operating system are you using Spotify on? We'll see what we can suggest /SY,feature_feedback
2198152,"@115888 your shuffle function is useless, out of a 300 song playlist it's always the same 30 songs that play in shuffle, get this fixed NOW!",@642972 Hey! We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: /RA,playback_issue
1719279,"@SpotifyCares just freed my music from my facebook to a new spotify account, and I didnt lose any music. I'm feeling blessed",@520476 Glad to hear that everything has been transferred. Just reply to our last DM if you'd like us to close your old account /AK,account_access
1236440,"@115888 my daughter requests either Moana or Trolls songs every single day on the way to school, i just think there has to be a better way @115888.","@409990 Hi Victor! We'd suggest listening to the kid's music on Private Session, so it doesn't affect the algorithm: 🙂 /T",feature_feedback
2239727,@SpotifyCares hi. It’s still happening. What can i do ?,@653046 Hmm. Can you DM us your account's email address? We'll take a look backstage /AK,other_unclear
115213,@SpotifyCares Yes,@141618 Could you send us a DM with your account's email address or username? We'll take a look backstage /LO,other_unclear
383401,"@spotifycares I'm trying to change my address on my family plan, it says I need to create a new account, can i use facebook again?","@206833 Hey, help's here! Can you DM us your account's email address? We'll see what we can suggest /GK",family_plan
1299708,hey @116380! @3541 just released a brand new single called ‘killing me’ you should add it to one of the aussie playlists!!,@423776 We hear you 🎧 Rest assured your feedback will be passed on to the right folks /DF,feature_feedback
559987,"@SpotifyCares I actually just did that and now it’s working, just needed to restart rather then shut down, thanks",@250955 Great! Glad to hear it's working. Just let us know if we can help with anything else. 🎶 /AU,other_unclear
2002390,@115888 Yo! I need that iPhone X update! Please.......,@592099 Hi. We're afraid we don't have any info to share right now. Hopefully it'll be updated soon! Let us know if you have any other questions /LO,feature_feedback
664261,@SpotifyCares Woop it worked thanks ❤,@278311 No worries! Glad to hear it's working now. Just let us know if you ever need us again. /AG,other_unclear
1242919,@115888 let any podcast on your service pleasecand thanks,@411580 Hey there! We’re working hard with rights holders to get more of the best content on the service. Stay tuned 🙂 /AP,content_library
2919258,@115888 u ok?,"@807991 Hey there. We had a little hiccup earlier, but everything should be running as smooth as Smooth Jazz now! /CE",other_unclear
1918474,"@127637 Ok, j'espéré une réponse plus rapide avec Twitter que le support.",@571358 Hey! Can you send us the usernames or email addresses on your and the plan owner's accounts via DM? We'll take a look under the hood /RC,family_plan
2508323,"@SpotifyCares I belong to premium for family, but my phone reset all the apps,I can't access to my premium acct I can't listen what I want plus I have to listen the ads.I got the invitation from My brother but when I sign in takes me to the same account. What can I do?",@715105 Hey Jennifer! We're here to help. Can you DM us your account's email address? We'll take a look under the hood /AN,account_access
1787509,"@115888 spelling mistakes in ur lyrics, just FYI :)","@537003 Hi there! Thanks for the keen eye. Drop an email to __email__, and they’ll check this out for you /JT",content_library
2963348,"@115888 after hitting the shuffle button three separate times, why is it that “Shake” among other songs are consistently at the bottom. This isn’t a truly random shuffle as you claim","@817681 Hey Brian. We understand your frustration. We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: If you need anything else, let us know /AL",playback_issue
848496,"Hey there @SpotifyCares , my ""Release Radar"" is completely bonkers. Seems like you have mixed me up with some french dude. Watch the attached pic.","@321645 Hi there. The more you use Spotify, the more personalized Release Radar becomes. Carry on listening to the songs you love! /JM",feature_feedback
2191455,"@SpotifyCares How can I change the name of the primary for the Family Plan? When adding my kid, it wasn’t clear it wanted my name😖","@641462 Hey Joel! Help's here. This isn't possible right now, but we'll let the right team know this is something you'd like to see /CP",family_plan
2213690,@SpotifyCares iPhone 6s Plus. app version : 8.4.22,"@646926 Got it. Could you try logging out, restarting your device by holding Home + Lock for 10 seconds, then logging back in? /PB",other_unclear
1659442,"@SpotifyCares well it’s such a huge miss Come on @81154 , let’s work something out and let’s all be friends while listening to heaven","@506281 Fingers crossed we'll be able to have it soon! In the meantime, let us know if we could help with anything else /AR",content_library
2110148,@SpotifyCares Sure but twitter won’t let me unless you follow my twitter I think.,"@622514 Oops, sorry for that. Can you give it another try? /PL",other_unclear
1962014,@SpotifyCares My password isn’t working and I️ have tried both emails. Trying to reset it.,@581826 Gotcha. Can you DM us your Spotify account's email address and username? We'll take a look backstage 🔍 /PI,account_access
2519541,@SpotifyCares @115888 C'mon guys. Enough.,@405923 Hey! The cavalry's here. Can you DM us your account's username or email address? We'll take a look under the hood /JS,other_unclear
2275465,Come on @115888 get with the program... #iPhoneX,"@661831 Hey! We hear you 🎧 Rest assured, your feedback will be passed on to the right folks /RB",feature_feedback
2364830,@SpotifyCares Hi! Plans to update for the iPhone X screen?,@682740 We understand - we’re working on it as we speak. Stay tuned! /DF,feature_feedback
1065567,@115888 iOS 11.0.3 on an iPhone 7 and Spotify version 8.4.22,"@371587 Got it. Just to check, are you referring to local files? If so, can you try the steps here: Keep us posted /JS",download_offline
483978,Why can't I purchase @115888 Premium? It just keeps buffering after I agree on PayPal,@230143 Hey there! Can you DM us your account's username and email address? We'll take a look backstage /SY,billing_payment
2031837,@SpotifyCares I'm being charged full amount and I have student payment set up. Help,"@600810 Hey Katie, we've come to the rescue! Could you DM us your account's username or email address? We'll check backstage /RE",student_plan
2802532,@148611 hello why am i banned from reading the spotify community page :(,"@781775 Hey Sam, help's here! Can you send us a screenshot of the error message that you're getting on your end? We'll check things out /CH",other_unclear
1597453,@64103 what's up with $uave? Why is it not on @115888 anymore?,@490720 Hey! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon /DF,content_library
2349692,"@SpotifyCares Hi, problems adding/removing family members on my account page. It comes up as a blank. Are you guys having technical problems? Best regards. @679174",@679174 Hey there! Can you let us know the device and operating system you're using? We'll see what we can suggest /PB,family_plan
2161265,@SpotifyCares So will i get a 30 day trial with the student discount offer?,@634693 Can you DM us your account's email address or username? We'll check backstage /AR,student_plan
129762,@SpotifyCares hi... I top up my mobile phone number for 130.00 and I am trying to pay your spotify premium for 129.00 but I am getting an error message that i don't have enough balalnce on my mobile phone number...,@145256 Hey! We've just replied to your DM. Check your inbox /RH,billing_payment
2703302,"@115888 @117168 @115858 Also @SpotifyCares, do you have any information?","@759294 Hi there! We don't have any info on this right now, but you can check this link for more info: /XF",other_unclear
2027432,@117153 trying to login on desktop and I am getting 404 errors. Happens across browsers.,"@599549 Hey Jessica, that doesn't sound right. Can you DM us your account's username and email address? We'll take a look backstage /SY",account_access
2834990,@SpotifyCares please respond DM,@789132 Hey! We've just sent you a bit more info over DM. We'll carry on helping out there /NY,other_unclear
2545266,@115888 can you guys put @55648 music back on or what the fuck no mamen pendejos,@723459 Hi Miguelito! His content may be down due to licensing matters and could be temporary. More info here: Hopefully we'll have them again soon /NJ,content_library
2289760,"Finished a 1 hr + gym trip with only my Watch and AirPods. 2018 is going to be a great year for Apple Music and Siri. Also, not sure why Spotify hasn’t made a Watch app yet. Help us help you @115888",@665198 Hey Sap! Check out the official idea and add your vote to let our devs know it's something you'd like to see: /GS,feature_feedback
412792,"@SpotifyCares macOS desktop (or Windows desktop, or Linux web client, any would work).",@213529 1: Thanks. We have more info about adding an equalizer for the desktop version here:,feature_feedback
1842975,Hey @115888 @117168 how do I change my account from a regular account to a student account? I’ve been a student for about 4 months and I haven’t had any help with this.,@552252 Hi there! Could you DM us your account's email address? We'll take a look backstage /AU,student_plan
2774608,@SpotifyCares It worked! Thank u so much 💕,"@775434 Awesome, no worries! Thanks for letting us know 🙂 /L",other_unclear
1982160,@117153 İ request help for it but they didnt care about it.!,"@586727 Hey there, we'd love to help! Can you DM us your account's username or email address? We'll take a look under the hood /AG",other_unclear
1544667,@SpotifyCares You took Offset album away from me 😭,@478438 Sorry about that. Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon! /AP,content_library
1162271,@115888 please make an iDeal payment option available asap,@648173 Hey! Can you fire over your account's email address or username via DM? We'll take a look backstage /AY,billing_payment
79437,@115888 details pls? I need to purchase this omahauiskw ☹️,@537728 Hey there! Can you fire over your account's email address or username via DM? We'll see what we can suggest /RC,other_unclear
1087021,"@115888 You're app is broken, when will you fix it?",@376422 Hey there! What's happening exactly? Could you let us know the device/OS you're using? We'll see what we can suggest /DF,app_technical_issue
1520009,Why @115888 give me suggested songs when i'm on my own playlist is beyond me #leavemealone,"@472543 Hey Wim! To reduce the number of Suggested Tracks you get, try adding more artists into your playlists /TF",feature_feedback
141135,@115888 i was charged 129 😤😤😤,@147827 Hey there! Can you DM us your account's username or email address? We'll take a look backstage /TC,billing_payment
552694,@SpotifyCares every time I search for an artist the app closes on me this is so annoying. Why is it doing this?,@248885 Hi there! We've sent a reply to your DM. Let's carry on chatting there /LP,app_technical_issue
1619275,@SpotifyCares I have been charged twice! Can you help?,@496382 Hey! Can you fire over your account's email address or username via DM? We'll take a look backstage /RC,billing_payment
128868,"@SpotifyCares Thanks for replying (and so quickly!). In case your development team wonders why, it’s because running an iPhone in Japanese is the only way to get names in Contacts to sort by kanji rather than just putting everything under #",@144991 Got it. We appreciate all your feedback! We'd also suggest voting for the idea at /KA,feature_feedback
1944718,@115888 I think my premium account has been hacked and I can't ask for help or contact you without logging in. Can someone help please?,"@465772 Hi Faith, we're sorry to hear that! Check out for what to do next /GT",account_access
2306962,"@SpotifyCares Hi, the latest @90803 podcast from last Friday has showed up yet. Any ideas?","@669243 Hey Richard! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /MT",content_library
1742964,@SpotifyCares both do not work :( i dont understand why my sisters account does work haha. has it something to do with permission maybe?,@525737 That's a possibility. Which browser have you tried using? We have some info at that might help with this /CP,app_technical_issue
43447,"Please consider accepting #BitcoinCash for payments @spotifycares - it’s fast and secure, with low fees! More @",@125636 Hey Vixzer! We can see how that’d be useful! You can vote for the official idea here: /TF,billing_payment
2780832,@SpotifyCares I take back what I said about switching to Apple Music just want to know why my account has reverted to a free one x,@400732 Hey Harry. Can you DM us your account's username and email address? We'll take a look backstage /TF,premium_subscription
1596825,"@SpotifyCares C'mon guys. Give me the hard sell, I'm thinking about switching from @115948 to you. Why should I? 🤔","@490564 Hey James, we'd be happy to have you join the band! After all... 😉 /TB",other_unclear
2523565,@SpotifyCares @718650 Same happened to me about an hour ago. Maybe a larger breach of accounts?,@718651 Hey! It looks like this is something for our Accounts team. We'd suggest reaching out to them here: They should be able to look into this further. We're here for you if there's anything else /YM,account_access
1264068,@SpotifyCares It was recently. What changed ?,@416015 Changes to licensing agreements can affect availability of tracks/albums/artists on certain countries. Hope this clears things up /AY,content_library
155368,@SpotifyCares,"@151638 Hey there, great tunes! Is there anything that we can help out with? We're just a tweet away /JX",other_unclear
1118820,@SpotifyCares Hopefully!,@383965 We know how you feel. Fingers crossed we'll be able to have it soon. Give us a shout if you have other questions /DV,other_unclear
2842928,@125633 Hey - Any chance you could fix this 😬 It’s on the wrong profile !,"@790951 Hey Mark, help's here! Could you DM us your artist URI, along with the release which needs moving? We'll take a look 🙂 /Q",content_library
622861,Why the heck did you take away my 6 free skips with my free subscription to Spotify @115888 😠,"@267847 Hey Steph, help's here! Can you DM us your account's username and email address? We'll help out backstage /JK",premium_subscription
2638635,@SpotifyCares It’s weird as it was working fine in the last weeks. Also I’m not a new user I have a pretty huge Library with tons of tracks.,"@744681 Thanks for the heads-up. To keep your Release Radar fresh, just keep listening to more of your favourite tunes. This will mix things up 🙂 /PC",feature_feedback
1781042,@SpotifyCares Ive had her music on my spotify list ever since i signed up for spotify premium in 2015. So i find it quite ridiculous that I didnt get one,"@535114 2: this time. Keep streaming your favorite artists, and fingers crossed you'll get one soon! For anything else, give us a shout /GS",other_unclear
1520019,@SpotifyCares Fist bump x,"@472547 If you need anything else, just give us a shout. /LO",other_unclear
866317,"I have found @SpotifyCares help online really difficult to navigate, and my problem is strange: how come in my Daily Mixes does the played song not correspond to the one named for each artist?","@325702 1: Hey Erin, help's here! Can you give us more info on what's happening? It'd be great if you can also let us know the device...",playback_issue
2218892,@115888 is the new taylor swift album going to be on spotify?,"@648187 1: Hey, hope you don't mind us replying in English as we don't have Filipino support available at the moment. Taylor Swift's 'Reputation'...",content_library
510523,"@SpotifyCares You sent me a deal for $99 for the year, I agree to it and go to your website and you won't let me do ir? What's with that?","@237292 Hey Georgia, help's here! Can you DM us your account's username and email address? We'll take a look backstage /JX",billing_payment
1121882,@48282 @115888 very unpleasant treatment payed the year of Spotify and I'm back as regular música . My credit card already charged,@384622 Hey there! Can you DM us your account's username or email address? We'll take a look /PL,premium_subscription
1040141,"@SpotifyCares I would like to remove my Headspace account from my Spotify but I cant find anyway to do this on either of the sites, thanks","@366083 Hi Adam, help's here! You can unlink Headspace from the bundled subscription in Spotify’s Account Settings. Let us know how it goes /SF",premium_subscription
2481128,Why can't you officially launch Spotify here? @115888,"@708944 1: Hey! We don't have any info on this, but we're launching in new countries as often as possible. Be sure to...",other_unclear
1890136,@SpotifyCares Trying to update payment info but asked to give College info for Student account (not a student). Can't update payment info.,@563673 Hi Nate! Could you send us a DM with your account's email address and username? We'll see what we can suggest /NJ,billing_payment
2844604,@SpotifyCares this is the SECOND time in two weeks all my music has disappeared wtf,@791311 Hi there! We're sorry to hear that. Check out the steps under “Downloads unexpectedly removed” at They should help with this /GT,download_offline
2850,@115888 Spotify charged me with P129.00. Why? I received a receipt from my email. I thought its P9.00. Kindly explain. Please,@813236 Hey there! Can you DM us your account's email address or username? We'll take a look backstage /PB,billing_payment
2251328,@SpotifyCares hi why isn't Taylor's new album out on Spotify yet @115888,"@655858 Hey Dev! 'Reputation' isn't available to stream just yet – stay tuned! For now, check out the singles: /TR",content_library
2363339,@117153 hello i must have put wrong address when i joined my family plan and now the buyer of the family plan reinvited me and i tryed writing right and wrong addresses and still i get this error 3 - Oops something went wrong.... My spotify name Milda Banevičiūtė,@682358 Hi Milda! Can you DM us your account's email address? We'll lend a hand🙂 /CM,family_plan
1152040,"@115888 hey u better bring back ""Complete"" album by BTOB first and dont forget to add ""Brother Act"" album u know","@248111 Hey! We’d love to have all of their stuff available, but we have some info about content here: /NQ",content_library
620417,@SpotifyCares am I right in thinking that to change the billing date on my Spotify Premium account I have to cancel and then signup again on the day I want the money to come out? This does seem a very stupid way of doing it!!!,"@267253 Hi there. We're sorry you feel that way. Right now, that is the only way to change your monthly billing date for your Premium subscription. We appreciate your feedback on this, and we'll be sure to pass it on to the right folks /LM",billing_payment
1145852,@SpotifyCares Having trouble connecting my Student Spotify Premium account to Hulu. Think it's an email issue. Any help??,@389698 Hi! Could you DM us your account's email address or username? We'll take a look backstage /AU,student_plan
2296745,"Spotify Question - i have had an account with spotify for years, it is now through vodafone contract. I want to upgrade this to 'Premium for Family' as a christmas present for my mum! Is this possible? @SpotifyCares",@666790 Hey Emily! Can you send us your account's username or email address via DM? We'll take a look backstage /PL,family_plan
2726074,"@115888 @116380 For the greater good of the world, please, PLEASE, make an alarm feature. Pleaseeeeeeeeeeee!!!!",@764503 Hey! This sounds like a great idea! Suggest it in our Community at and get support from other users /BD,feature_feedback
2095184,Attn @115888 + @SpotifyCares imma need y’all to explain why you haven’t fully licensed @1711’s You Are The Quarry tbh,"@618978 Hey there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /KT",content_library
631967,Paki explain @115888,"@269780 Hi Glen! We're afraid we don't have Filipino support, so we hope you don't mind if we reply in English. Can you DM us your account's username and email? We'll take a look backstage /WW",other_unclear
1801270,@SpotifyCares I need some help with my account. My premium code invite doesn’t seem to wrk after setting up my account.,@541245 Hey Jason! Can you DM us your account's email address? We'll check things backstage and see what we can suggest /RI,premium_subscription
1853292,@SpotifyCares Still nothing. Reinstalled and restarted the phone. No joy.,@554572 Can you DM us your account's email address or username? We'll take a look backstage /RH,app_technical_issue
325607,@127972 @75235 @117168 @115888 @SpotifyCares - Please work together and get Spotify's playlists working on Roku. K thx bye.,"@193567 Hey there. We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /QI",feature_feedback
387711,@115888 why can't my starred playlist on my iPhone start from the date added?,"@207769 Hi there, help's here! Can you send us a screenshot of what you see at the moment? We'll see what we can suggest /NY",content_library
189849,@115888 How do you access Hulu if you already have premium?,@308270 Hi there! Can you DM us your account's email address or username? We'll see what we can suggest /NQ,family_plan
73738,"@SpotifyCares I use 4G, never using Spotify over WiFi. I haven't tried on other Android devices. btw, I have updated the new version but still the same.",@132495 Could you send us a DM with your account's email address? We'll take a look backstage /MA,app_technical_issue
2653176,@115888 please put Reputation on... I need it on my playlist.,"@748236 Hey! We’ll have it available to you as soon as it’s available to us. For now, check out the singles: /NQ",content_library
2215879,"@SpotifyCares No it doesn't, I know it's probably my phone because there's other problems happening too. Just have to save for a new one. Thanks for your help though",@647428 No worries! Feel free to tweet us if there's anything else. /GK,app_technical_issue
908744,@115888 Trying to get ahold of CS to see how to change my Premium account so it's not connected to my FB account. How do I reach them?,"@335840 Hi! We'll be glad to help you via Twitter, but you can also get in touch with our Email team at /AU",account_access
901643,@SpotifyCares Nope. Sorry,"@334050 1: Okay! Best thing to try here is to reinstall the app: Please note that after you've reinstalled, any offline...",app_technical_issue
1928320,@115888 y’all suck i want my money back,"@573870 Hey there, help's here! Can you send us your account's email address and username? We'll take a look backstage 🙂 /CG",billing_payment
1060699,Just had a really great customer experience with the @115888 service in Germany. These guys are fast! Thanks @171501,"@370433 Thanks for the kind words! If you need us again, you know where to find us. Keep on rocking and 😉 /RC",other_unclear
2448602,I'm paying for @115888 Premium but I can't play music offline????,@701862 Hey Miguel! Could you send us a DM with your account's email address? We'll take a look backstage /FR,download_offline
1829138,@115888 Ik heb een vraag. Ik had premium en opeens niet meer. Hoe kan dit? Kunnen jullie mij helpen?,@548918 @115888 Hi! We hope you don't mind if we reply to you in English. We've just sent you a bit more info over DM. We'll carry on helping out there /JM,premium_subscription
1764101,@115888 how do you get the code for the dvsn tickets tomorrow?,@530693 Hey There! The presale codes are being sent to some of DVSN biggest fans on Spotify. Hopefully you're one of them /BH,other_unclear
1021789,hey @44808 @44809 what happened to the album on spotify?????,@361809 @44808 @44809 Hey Ryan! We've just replied to your DM. Let's continue chatting there /GT,content_library
1476023,"@SpotifyCares I'm a subscriber to Family premium, but others can't access the account for some reason. Can you DM for assistance please?","@462670 We're unable to send first DMs on our end, but you can send us one with your username/email address by clicking the link below /DB",family_plan
211065,"@SpotifyCares Done, although I don't think that was needed. This is a #accessibility violation as we are excluded from accessing that part of the app.",@165997 We understand how you feel. We assure you that we want to help. We've just replied to your DM. Let's carry on chatting there /DV,app_technical_issue
1865438,"@SpotifyCares figured out my phone issue. Have the latest version of Spotify, I can now discover mode again! #MusicToMeEars #FindingNewTunes",@378057 Great to hear you've found a way around it! Just let us know if we can help with anything else. /AY,app_technical_issue
551318,"@SpotifyCares Would you be able to get some more video game soundtracks on Spotify? With how huge video games are, I am sure tons of people would love to just listen to some of the soundtracks!","@248475 Hey there! We’d love to have all the world's music available to you, but we have some info about content here: Hope this helps /LP",content_library
2182988,@SpotifyCares I have no idea but I think more,@595673 There's currently a 10k limit in Your Music (Songs + Albums + Artists). More info here: /TF,content_library
149372,@115888 how do you cancel. Oh Spotify tells you how but doesnt supply an easy way. #rippedoffbyspotify,@150038 Hey there! Can you DM us your account's email address or username? We'll take a look backstage /TJ,premium_subscription
651848,"@SpotifyCares question, ininvited my dad on spotify familie. But his acount is stil on free instead of premium. What can i do",@275006 Hey there! Could you send us a DM with your account's email address as well as your dad's? We'll check under the hood /MA,family_plan
2025483,@SpotifyCares looks like lots of people are reporting that the login portal/web player is down right now,"@598991 Hey Liam, thanks for the heads up! If you're having trouble, can you try using an incognito window? Let us know how it goes /KL",app_technical_issue
683111,"@SpotifyCares I want to unsubscribe from premium...very difficult. email __email__...please unsubscribe me. Thanks,",@283023 1: Hey! Help's arrived. We couldn't find your account with the info you provided. Can you DM us other usernames or email addresses...,premium_subscription
2426259,@115888 @SpotifyCares Dear Spotify. for this years Christmas i wish for some god damn in-app Lyrics. Thank you for all the good music Santa,@696714 Hi Jacob! We hear you loud and clear. We can’t make any promises but we’ll pass your feedback onto the right folks 🙂 /JI,feature_feedback
1643023,"@SpotifyCares No, it's fine thank you for caring xoxo","@502204 Anytime! If you ever need anything else, just shout and we'll come running 🏃 /JX",other_unclear
2913910,@SpotifyCares Yeah I noticed lol thanks 👍,@806633 No worries! Let us know if you ever need us again. We'd be... /RB,other_unclear
2379020,Really getting pissed off that my @115888 app keeps stopping every time an ad comes on the screen. Happens every time. @SpotifyCares,"@162652 Hey there! Can you DM us your account's email address, a name of an ad this is happening with, and your Spotify version? /CH",app_technical_issue
2822760,"@SpotifyCares Thanks guys, I’ll just have to be patient then xx",@786599 No worries! Hopefully we'll have them for you soon. We're just a tweet away if there's anything else 🙂 /NJ,other_unclear
