example_id,candidate_intent,customer_message,support_response,golden_intent,label_notes
140,playback_issue,"@SpotifyCares Need help with web player not playing, please! DM sent 3:35 EST with device/os/username.",@338745 Hi Alison! We've just sent a DM your way. Let's carry on chatting there /NJ,,
141,content_library,"please @115888, pleAZ add an option A-Z sorting of playlists on OSX",@389701 Hey Liam! We hear you. Your feedback has been noted and passed on to the right team. Let us know if you need anything else /RK,,
142,content_library,"Stuck on a train again, without any full albums. Fuck you @115888, what am I paying for?","@457088 Hey there, that doesn't sound fun! What's happening exactly? Can you let us know your device, OS, and version of Spotify you're running? /AG",,
143,content_library,"@115888, please add ""Is That For Me"" on the Today Top Hits playlist! 🇧🇷🌎","@330379 Hey! Our Curation team are independent & use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion /TB",,
144,content_library,"@125633 hey handsomes- trying to add a playlist to my artist profile however it doesn't seem to find it, even though it's public?","@570028 Hey! You can contact our Artist team here: If you've reached out, DM us your email address & we'll chase it up /K",,
145,content_library,It irks me to no end that I can't have separate queues on desktop and mobile on @115888. I listen to one playlist while on the go and another at work.,@624407 Hey Andreas! Thanks for your feedback. We'll make sure it's passed on to the right folks. Let us know if we can help with anything else /MU,,
146,content_library,"@SpotifyCares After—however, the playlist is set on shuffle & repeat.","@373827 Alright! In this case, head to your Spotify settings and turn off Autoplay. That should take care of this inconvenience. Keep us posted /BH",,
147,content_library,@115888 please reupload @17971's debut album thank you in advance.,@318110 Hey there! Can you let us know the title of the album that you're looking for? We'll be waiting for your reply /MG,,
148,content_library,"@115888 @SpotifyCares @117168 yall i logged out +back in and now all my music, playlists, albums, daily mixes, everything is gone. Emailed support twice and got a weak automated response both times. Frustrated :)))))) plz fix this",@659246 Hey there! We'll help out. Can you DM us your account's email address? We'll take a look under the hood /AN,,
149,content_library,"@SpotifyCares Hi RR, here's the email with the dodgy dates, just thought I'd reciprocate amd reach out with a playlist as you guys do such a great job -","@584372 1: Aww, thanks! We can confirm that Blancmange will be appearing with Heaven 17 in The Copper Rooms on November 24, 2017. Check this...",,
150,content_library,"hey @115888 where is xxxtentacion's album ""REVENGE"" ?!","@211016 We’d love to have all of their stuff available, but we have some info about content here: /SU",,
151,content_library,Ugh @115888 is testing my patients today just work why do songs on my playlist keep stopping everytime I try to play them 😤😤😤,"@211923 Hey Nicole, help's here. Can you let us know the device, OS, and Spotify version you're using? We'll see what we can suggest /KL",,
152,content_library,Hello @115888 @SpotifyCares I really love Lemon by @60635 and @2231. I think it’d fit perfectly to your playlist of Today’s Top Hits🍋,"@593307 Hi! Our Curation team's independent & use taste, data, research, and trends to create playlists, but we’ll pass on your feedback 🙂 /DR",,
153,content_library,"@SpotifyCares This album is by the band Timbah, but not the artist (singular) Timbah. It's grouped together.","@403140 Hey, thanks for reaching out! We'll get this reported. Great detective work. 🙂 /JS",,
154,content_library,a petition to bring jay z's albums back on spotify that would be nice good stuff right there 👍 @115888 @3243 @SpotifyCares,@665166 1: Hey Josh! We can confirm that some of Jay Z's catalog has been removed at the request of the artist.,,
155,content_library,"Help @SpotifyCares yesterday all my music showed on my account, today it's all gone, over 30gb worth wiped from the phone. no artists no album saved what's happened?",@766429 Hi Pete! Sorry to hear that. Check out the steps under “Downloads unexpectedly removed” at They should help with this /XF,,
156,content_library,"@115888 Why are you always sneaking songs that aren't on my playlist into the mix? I know you have a browse, and I go there. Let me play my playlist with MY songs. Getting tired of it.",@678428 Hi Joe! Help's here. Is this happening between songs or after listening to your playlist? /CP,,
157,content_library,@115888 @125633 @SpotifyCares @117168 HI PLEASE ADD JACKSON WANG'S NEW SONG TO A PLAYLIST THANK YOU #JacksonWangOKAY,"@815713 Hey, thanks for the feedback! Our Curation team are independent & use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion /K",,
158,content_library,@SpotifyCares I been shouting. I want to access my library on my Roku. I’d also like the repeat function to actually work.,@426712 Alright. Could you DM us your account's email address or username? Let's carry on chatting there /RH,,
159,content_library,Hi @SpotifyCares I created playlists via my Mac desktop and went later when I wanted to play them via my iphone...none of my playlists were available to me :( What do I do? thanks for your time!,@534562 Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ,,
160,content_library,@115888 I have a premium family account. All of a sudden my playlist song titles and artists are overlapping and it’s driving me crazy. Any ideas?,"@267248 Hey there! Does logging out of your account, restarting your device, and logging back in help at all? Let us know how that goes /TF",,
161,download_offline,@SpotifyCares the share option on my pixel crashes the app. If I re install am I going to lose all my downloaded music?,@381096 2: all your saved songs and playlists for offline use. Hope that clears things up /DD,,
162,download_offline,"@SpotifyCares All songs synced offline, it's happened like three times now",@313093 Sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at They should help with this /TF,,
163,download_offline,@115888 how come songs in my library will no longer be saved or downloaded? This happens at least once a month. Random songs will. I longer be available when I'm offline which is every day commuting,"@760420 Hey, help's here! Can you DM us your account's email address? We'll take a closer look /BE",,
164,download_offline,@SpotifyCares Can I purchase and download music from @115888,"@338683 Hey there! You can get Spotify Premium at After that, you'll be able to download songs for offline listening /RB",,
165,download_offline,"@SpotifyCares why am I limited to 3,333 songs offline? I just feel like if I'm paying it should be a lot higher than that :/","@171503 Hey Luke! We have more info about it here: Anything else, just let us know /KM",,
166,download_offline,@SpotifyCares Spotify currently won’t play any song on my laptop. It is up to date but the only message I get is “This song is not available. If you have the file on your computer you can import it“ and I have the playlist downloaded on my laptop and every song plays on my phone.,"@806944 Hey Spencer, help's here! Can you DM us your account's email address and username? We'll take a look backstage /AQ",,
167,download_offline,"@115888 why do you try to download over 4g when cellular download is off? please look into this, I need to kill the app as a workaround.",@627417 Hey there! Can you let us know your device and Spotify version you're rocking? We'll see what we can suggest /DR,,
168,download_offline,@SpotifyCares What's the point of even paying for Premium if music is not going to be readily available for offline listening?,@147346 Hey. Sorry to hear this has happened again. Our tech team are still on the case as we speak. We'll pass on an update once we have one /K,,
169,download_offline,"@SpotifyCares my acct keeps telling me I can’t download any more songs, so I un-downloaded a bunch but it’s still saying I have no room :(","@238856 Hey! Which device/OS and Spotify version are you using? If you can also send us a screenshot of what you're seeing, that'll be helpful /YM",,
170,download_offline,"My music keeps undownloading, what is happening??? Please help @SpotifyCares",@187694 2: They should help with this. Let us know how everything goes /JE,,
171,download_offline,"@SpotifyCares Some albums won't play - it seems entirely random and I've tried on desktop and app, saving as well as downloading. It makes no sense.","@339525 Got it. What device, operating system, and Spotify version are you using? We'll see what we can suggest /NG",,
172,download_offline,Very strange @115888 bug. The background behind the username widens with every song downloaded 🤔🤔,"@793825 Hey Dakota, that's odd! Can you let us know your device, as well as the iOS and Spotify versions? We'll see what we can suggest /JP",,
173,download_offline,@SpotifyCares It happens when I listen to my downloaded music. Version 8.4.20,@215511 Thanks! Can you DM us your account's email address? We'll take a look backstage /JN,,
174,download_offline,Anybody else have an issue with @SpotifyCares deleting songs from your downloaded library?,"@296118 Hey Shane! That doesn't sound right. Are you getting any error messages? What device (make & model), operating system, and app version are you using? /LP",,
175,download_offline,@SpotifyCares Hey! I've noticed my offline tracks have been cleared unpredictably every week or so. I'm running the latest version on iOS11.,@600125 Hey! Sorry to hear that. See the steps under “Downloads unexpectedly removed” at They should help with this /RA,,
176,download_offline,"@SpotifyCares Both, also it’s both music I have and haven’t downloaded",@221639 Got it. Does logging out > restarting the device > logging back in help? Keep us in the loop /KL,,
177,download_offline,"@115888 It's not even a space issue - I don't have them downloaded, I just want to have all my music in one place","@347809 Hi there! How many tracks would you say you have in Songs (roughly)? e.g. 100, 1000, 5000, or more? /ME",,
178,download_offline,"@SpotifyCares Thanks for the prompt response! My phone seems to be recognised as multiple devices on the 'Manage Offline Devices' screen, which could be the source of the trouble.",@666789 No worries! Can you DM us your account's email address? We'll check under the hood /NY,,
179,download_offline,Why do you constantly remove my downloaded albums from my phone @115888,@134859 Hey! We're sorry to hear that. Check out the steps under “Downloads unexpectedly removed” at Let us know how it goes /SJ,,
180,download_offline,@115888 can you stop removing my downloaded albums,"@134860 Hey there, we'd love to help! Can you let us know your device, operating system, and the version of Spotify you're running? We'll see what we can suggest /AG",,
181,feature_feedback,@115888 please add Rise and Fall - Into Oblivion,"@281543 Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /RH",,
182,feature_feedback,"@115888 please add the ability to have a ""Stop"" button, that can be right clicked and ""Stop playback after current song"" be an option?",@166010 We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /DV,,
183,feature_feedback,"@125633 a new Release with a song of mine Jay Holler ""Wir sind frei"" doubbled my profile on Spotify. Please add the Song ""Wir sind frei"" to my old profile and delete the other ✌️","@694031 Hey! You can contact our Artist team here: If you've reached out, DM us your email address & we'll chase it up /K",,
184,feature_feedback,@SpotifyCares Feature suggestion: ability to stream to @44842 from the PC app.,@188000 Hey Colin! Chromecast support is rolling out in the next few weeks. Fingers crossed you'll have the update soon :) /BH,,
185,feature_feedback,"@SpotifyCares Any update about the app on LG TV's!? Is there any estimate on when or even IF there will be an app again in the future? It was sour enough that an advertised feature was removed completely, the lack of communication on the issue is only making it far worse...","@287995 We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /DF",,
186,feature_feedback,"@SpotifyCares How come there is no ""open in app automatically"" feature?",@487273 We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /QI,,
187,feature_feedback,@115888 please add Every Little Thing to the Hot Country playlist. Not having @35423's song on there really upsets me,"@579478 Hi Harris! Our Curation team are independent & use taste, data, research, and trends to create playlists, but we’ll pass on your request /RE",,
188,feature_feedback,"@SpotifyCares I’m about to ask a strange question, but, is there any way possible to prevent certain types of music from ever popping up as a suggestion? Say for example... Christmas Carols? Could I block that easily?","@172553 Hey there! This isn't possible right now, but you can show your support for the idea on our Community: /DT",,
189,feature_feedback,Kindly feature @432153’s Damn I Love You on Today’s Top Hits please dear @115888 @SpotifyCares @118266 ♥️♥️,"@432152 Hey Dave! Thanks for the feedback. Our Curation team is independent, but we’ll pass on your recommendation /GK",,
190,feature_feedback,@SpotifyCares The removal of an useful feature such as the Touch Preview was a terrible decision. Bring it back!,@741146 We hear you 🎧 Rest assured your feedback will be passed on to the right folks /DF,,
191,feature_feedback,@115888 bring back the thing where you scroll over the song and you can preview the song,@408050 Hey! We have more info about this here: Give us a shout if you have any questions /DD,,
192,feature_feedback,"@115888 can you add ""Red Barz"" by Cardi B on Spotify please... I always gotta google it 😫","@368702 Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /RH",,
193,feature_feedback,"@115888 when are you going to bring back the drag and drop for playlist making? This new system of queuing songs is painfully slow, I have to now drag songs all the way up the queued songs if I want to play it right away.","@746946 Hey Danny! You can add, remove tracks or albums, and change the order they play at any time. We have more info about that here: Any questions, just give us a shout /LO",,
194,feature_feedback,@SpotifyCares suggestion!! A clean switch! That I can turn on and it turns the playlist clean for when I’m around children 🙌🏽🙌🏽,"@537846 Hey Izzy! We hear you. To help make it happen, we’d recommend showing your support for the idea here: /GU",,
195,feature_feedback,"@117153 I miss the feature when you held down on a song, & could hear a preview of the song. That's what made spotify stick out to me","@601467 Hey, sorry to hear you feel that way. We have more info about this at Give us a shout if you have any questions /JE",,
196,feature_feedback,@115888 bring back the touch preview feature tf u doing,@416793 Hey! We have more info about this here: Give us a shout if you have any questions /NQ,,
197,feature_feedback,@115888 y’all should add an alarm feature,"@275052 Hi there, we think this is a good feature too! With your support, it can happen: /RE",,
198,feature_feedback,hello @115888 please bring back my babies album(s) back online so i can hear them sing thank you,"@253022 Hey, help's here! Can you tell us the artist/albums you're looking for? We'll see what we can suggest /JS",,
199,feature_feedback,@SpotifyCares The 1% bit is a bit insulting. What features are actually happening that the 99% are voting on? The limit seems so arbitrary.,@184908 We hear you loud and clear. We can’t make any promises but we’ll pass your feedback onto the right folks /TB /TB,,
200,feature_feedback,@115888 @SpotifyCares what about the starvation of ideas and enhancement suggestions from years ago?,@604808 Hey there! We're always looking to improve the overall Spotify experience for every user. Rest assured all feedback are always heard /PB,,
